ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;MH_E;HK_EU15;HK_EU28;HK_Polen;HK_EheJug;HK_EheSU;HK_Turk;HK_Arab;HK_Sonst;HK_NZOrd
201712;1011101;1;1;11;1;1;1879;348;554;102;76;286;77;249;568;69
201712;1011102;1;1;11;2;1;77;20;35;6;3;3;0;9;27;0
201712;1011103;1;1;11;3;1;2942;491;1024;200;140;375;324;366;614;99
201712;1011104;1;1;11;4;1;3138;442;726;120;86;279;425;670;770;182
201712;1011105;1;1;11;5;1;733;95;182;42;10;183;30;147;156;25
201712;1011201;1;1;12;1;1;1304;191;363;18;18;302;44;167;374;36
201712;1011202;1;1;12;2;1;301;97;143;4;13;36;3;6;97;3
201712;1011203;1;1;12;3;1;565;117;199;21;3;189;15;19;128;12
201712;1011204;1;1;12;4;1;3719;620;1251;203;78;698;183;401;1008;100
201712;1011301;1;1;13;1;1;2844;840;1265;162;46;365;89;140;892;47
201712;1011302;1;1;13;2;1;4931;1722;2310;225;102;411;172;228;1633;75
201712;1011303;1;1;13;3;1;4501;1116;1684;209;82;483;141;438;1590;83
201712;1011304;1;1;13;4;1;3288;450;728;113;198;302;235;283;1409;133
201712;1011305;1;1;13;5;1;2866;506;824;112;45;411;139;326;1018;103
201712;1011306;1;1;13;6;1;4340;830;1423;267;114;349;572;394;1276;212
201712;1011401;1;1;14;1;1;7155;2369;3202;332;150;641;196;581;2278;107
201712;1011402;1;1;14;2;1;5148;2115;2722;223;57;372;88;201;1627;81
201712;1022101;1;2;21;1;1;1933;279;805;284;100;81;173;398;279;97
201712;1022102;1;2;21;2;1;3925;483;1297;358;244;159;558;693;758;216
201712;1022103;1;2;21;3;1;186;3;21;3;0;3;32;39;73;18
201712;1022104;1;2;21;4;1;9335;1435;3129;805;554;488;1394;1356;1894;520
201712;1022105;1;2;21;5;1;3119;365;1026;200;160;183;497;534;521;198
201712;1022106;1;2;21;6;1;3940;728;1445;315;153;366;433;411;968;164
